iter,n_resources,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__bootstrap,param_classifier__criterion,param_classifier__max_depth,param_classifier__max_features,param_classifier__min_samples_leaf,param_classifier__min_samples_split,param_classifier__n_estimators,param_pca__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,818,0.682024621963501,0.06758817795498709,0.07356677055358887,0.005837858081449381,True,entropy,,log2,3,2,500,,"{'classifier__bootstrap': True, 'classifier__criterion': 'entropy', 'classifier__max_depth': None, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 500, 'pca__n_components': None}",0.4622850819936709,0.5137183879800074,0.5166448268693326,0.43209801827677397,0.5003478605237212,0.4850188351287012,0.03279110579069967,205,0.7392494987460332,0.740993298234673,0.7365975707538706,0.7303020140002248,0.7539645180882681,0.7402213799646139,0.007770972535479321
0,818,1.383122205734253,0.06721873764964414,0.14350538253784179,0.020894015335039495,True,entropy,,log2,3,2,1000,,"{'classifier__bootstrap': True, 'classifier__criterion': 'entropy', 'classifier__max_depth': None, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 1000, 'pca__n_components': None}",0.48604124758011974,0.5228903932589037,0.5157406836832263,0.4198775509872504,0.522054403435795,0.49332085578905904,0.03911402486382322,183,0.7311831223360902,0.7387594929083284,0.752348979662703,0.7211254374189484,0.7506201839344632,0.7388074432521067,0.01177879407866377
0,818,0.6110713958740235,0.0410455384206115,0.0767293930053711,0.006181782464580619,True,entropy,,log2,3,10,500,,"{'classifier__bootstrap': True, 'classifier__criterion': 'entropy', 'classifier__max_depth': None, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 500, 'pca__n_components': None}",0.46385753133753743,0.49919914411446337,0.5485143204911861,0.40188032568765253,0.5154781966598451,0.48578590365813695,0.05003479007412973,201,0.7111381576392906,0.7112108358365424,0.7052350218413416,0.7164084096710097,0.7126706235035882,0.7113326096983545,0.0035996456618975457
0,818,1.2714099884033203,0.047809660126747026,0.11764116287231445,0.016129108008883557,True,entropy,,log2,3,10,1000,,"{'classifier__bootstrap': True, 'classifier__criterion': 'entropy', 'classifier__max_depth': None, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 1000, 'pca__n_components': None}",0.45627801312035277,0.526322074832844,0.523255372321874,0.3953394869593799,0.522266785327367,0.4846923465123636,0.05181368071135649,209,0.7142441565294357,0.717475833299496,0.7090078188693889,0.7026305929646142,0.714975638875671,0.7116668081077212,0.005292622554057751
0,818,0.7682145118713379,0.1250205378631355,0.07268528938293457,0.009515356108504508,True,entropy,30,sqrt,1,2,500,,"{'classifier__bootstrap': True, 'classifier__criterion': 'entropy', 'classifier__max_depth': 30, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 500, 'pca__n_components': None}",0.39428215436925135,0.4719705564405534,0.49052901557477485,0.41608411770989373,0.45429106479313947,0.4454313817775225,0.03547992029799763,253,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,818,1.3734033107757568,0.0896376323952499,0.1249584674835205,0.018231158653255156,True,entropy,30,sqrt,1,2,1000,,"{'classifier__bootstrap': True, 'classifier__criterion': 'entropy', 'classifier__max_depth': 30, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 1000, 'pca__n_components': None}",0.41105464432132,0.48405928740379695,0.47323169442629,0.4269427711638685,0.43216468963491694,0.4454906173900385,0.028158653565521573,252,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,818,0.5861338615417481,0.07962860096956963,0.06391105651855469,0.014695932505452413,True,entropy,30,sqrt,1,10,500,,"{'classifier__bootstrap': True, 'classifier__criterion': 'entropy', 'classifier__max_depth': 30, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 500, 'pca__n_components': None}",0.43220773437955085,0.5120749763854591,0.5313593148443899,0.4186118291204807,0.48485340362524304,0.47582145167102474,0.04394415934920854,220,0.9538025592280839,0.9454155381652934,0.9459389803195318,0.935078397308416,0.9303822962167447,0.942123554247614,0.008358052021897834
0,818,1.2925175189971925,0.04827965611354319,0.13942914009094237,0.02392462825979133,True,entropy,30,sqrt,1,10,1000,,"{'classifier__bootstrap': True, 'classifier__criterion': 'entropy', 'classifier__max_depth': 30, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 1000, 'pca__n_components': None}",0.41785075321704696,0.5091851564457593,0.5314521963349832,0.4155870885583981,0.46920873083857634,0.4686567850789528,0.04686952691657578,224,0.9507962754384391,0.9474404678176425,0.9460338894509093,0.9303955467579517,0.9318294758403692,0.9412991310610623,0.00847221607546136
0,818,0.648017692565918,0.030260891786948622,0.05472826957702637,0.009304286989166624,True,entropy,30,sqrt,3,2,500,,"{'classifier__bootstrap': True, 'classifier__criterion': 'entropy', 'classifier__max_depth': 30, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 500, 'pca__n_components': None}",0.38772521865708265,0.5073017872744475,0.5074914257567299,0.4433202230530551,0.4390146345166583,0.45697065785159463,0.04558345000576268,235,0.9067357351228187,0.8851405514773856,0.8862880382987436,0.8806676809995424,0.8709761954210903,0.8859616402639162,0.011704130053185597
0,818,1.3123976230621337,0.044788189378000456,0.12144665718078614,0.035003117521091746,True,entropy,30,sqrt,3,2,1000,,"{'classifier__bootstrap': True, 'classifier__criterion': 'entropy', 'classifier__max_depth': 30, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 1000, 'pca__n_components': None}",0.3561955751873063,0.5137847738878257,0.5021423957033453,0.4336051164536462,0.4315418068480804,0.4474539336160408,0.05685715742950932,245,0.9022869055266576,0.8807249583509149,0.896295738201714,0.8760678514166188,0.8746368369906785,0.8860024580973167,0.011196969232784796
0,818,0.6240246295928955,0.039453098383702416,0.05997142791748047,0.004937009135876717,True,entropy,30,sqrt,3,10,500,,"{'classifier__bootstrap': True, 'classifier__criterion': 'entropy', 'classifier__max_depth': 30, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 500, 'pca__n_components': None}",0.3392416463005208,0.4925757504437309,0.5103509226131829,0.40492261152660913,0.4592016142764969,0.4412585090321081,0.062380948430580854,254,0.8471171461352742,0.8402825881571867,0.827749415095253,0.8271935006767185,0.8338021152379318,0.8352289530604728,0.007608103727356451
0,818,1.3293843746185303,0.0682845189853527,0.11235299110412597,0.014260246702598012,True,entropy,30,sqrt,3,10,1000,,"{'classifier__bootstrap': True, 'classifier__criterion': 'entropy', 'classifier__max_depth': 30, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 1000, 'pca__n_components': None}",0.36359462575755913,0.5022455276199843,0.5107809915109629,0.4142549864960547,0.4381758468807698,0.44581039565306624,0.055171669265643125,250,0.8495349657754222,0.8364560962485483,0.8295557345499922,0.8313942991094171,0.8342350588799754,0.8362352309126712,0.007056666485802542
0,818,0.6791580200195313,0.030907116966043414,0.055238771438598636,0.004438981170655611,True,entropy,30,log2,1,2,500,,"{'classifier__bootstrap': True, 'classifier__criterion': 'entropy', 'classifier__max_depth': 30, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 500, 'pca__n_components': None}",0.39229942412866176,0.48480347761734666,0.4927755207163048,0.41685054800973437,0.47960888491651316,0.4532675710777121,0.040724859268537625,238,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,818,1.3304545879364014,0.04598855731658953,0.13776807785034179,0.008572054831443111,True,entropy,30,log2,1,2,1000,,"{'classifier__bootstrap': True, 'classifier__criterion': 'entropy', 'classifier__max_depth': 30, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 1000, 'pca__n_components': None}",0.42723901728453484,0.5120234885256428,0.48914394612361384,0.4374143305685835,0.4961599357202891,0.47239614364453286,0.033699930181524146,223,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,818,0.6480152606964111,0.05296981924399895,0.06898894309997558,0.01272601895930433,True,entropy,30,log2,1,10,500,,"{'classifier__bootstrap': True, 'classifier__criterion': 'entropy', 'classifier__max_depth': 30, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 500, 'pca__n_components': None}",0.44795031295582116,0.5137056174699061,0.5377671091040992,0.42805956489141356,0.5123483439588734,0.48796618967602273,0.04225449857537384,196,0.9469769257494514,0.9593498162427793,0.9619480112805668,0.9332945556707678,0.9298722118264162,0.9462883041539962,0.013073861801244124
0,818,1.2828385353088378,0.037821259504352785,0.1387087345123291,0.024161811959870026,True,entropy,30,log2,1,10,1000,,"{'classifier__bootstrap': True, 'classifier__criterion': 'entropy', 'classifier__max_depth': 30, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 1000, 'pca__n_components': None}",0.457143782741135,0.5417796297544241,0.5359374646795632,0.4306598035661418,0.5177447291283038,0.49665308197391356,0.0445883911791104,170,0.9511696659091285,0.9590463547725661,0.9558062151924784,0.9393653844777923,0.928290572967058,0.9467356386638046,0.011384469971053145
0,818,0.6144216537475586,0.10871624152504199,0.0668919563293457,0.01032549965554225,True,entropy,30,log2,3,2,500,,"{'classifier__bootstrap': True, 'classifier__criterion': 'entropy', 'classifier__max_depth': 30, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 500, 'pca__n_components': None}",0.4622850819936709,0.5137183879800074,0.5166448268693326,0.43209801827677397,0.5003478605237212,0.4850188351287012,0.03279110579069967,205,0.7392494987460332,0.740993298234673,0.7365975707538706,0.7303020140002248,0.7539645180882681,0.7402213799646139,0.007770972535479321
0,818,1.2808327198028564,0.036661642212946446,0.1448518753051758,0.021527952191137515,True,entropy,30,log2,3,2,1000,,"{'classifier__bootstrap': True, 'classifier__criterion': 'entropy', 'classifier__max_depth': 30, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 1000, 'pca__n_components': None}",0.48604124758011974,0.5228903932589037,0.5157406836832263,0.4198775509872504,0.522054403435795,0.49332085578905904,0.03911402486382322,183,0.7311831223360902,0.7387594929083284,0.752348979662703,0.7211254374189484,0.7506201839344632,0.7388074432521067,0.01177879407866377
0,818,0.774052619934082,0.1266214066643713,0.07385034561157226,0.01164023746798361,True,entropy,30,log2,3,10,500,,"{'classifier__bootstrap': True, 'classifier__criterion': 'entropy', 'classifier__max_depth': 30, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 500, 'pca__n_components': None}",0.46385753133753743,0.49919914411446337,0.5485143204911861,0.40188032568765253,0.5154781966598451,0.48578590365813695,0.05003479007412973,201,0.7111381576392906,0.7112108358365424,0.7052350218413416,0.7164084096710097,0.7126706235035882,0.7113326096983545,0.0035996456618975457
0,818,1.2302385807037353,0.01715764506692391,0.0914790153503418,0.020644819479777914,True,entropy,30,log2,3,10,1000,,"{'classifier__bootstrap': True, 'classifier__criterion': 'entropy', 'classifier__max_depth': 30, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 1000, 'pca__n_components': None}",0.45627801312035277,0.526322074832844,0.523255372321874,0.3953394869593799,0.522266785327367,0.4846923465123636,0.05181368071135649,209,0.7142441565294357,0.717475833299496,0.7090078188693889,0.7026305929646142,0.714975638875671,0.7116668081077212,0.005292622554057751
0,818,0.656235933303833,0.0479965880877494,0.06622748374938965,0.005035754460020461,False,gini,,sqrt,1,2,500,,"{'classifier__bootstrap': False, 'classifier__criterion': 'gini', 'classifier__max_depth': None, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 500, 'pca__n_components': None}",0.4240080953598779,0.5130312674562985,0.5265950993128243,0.47327496704691546,0.518030447991715,0.4909879754335263,0.038170995053840945,190,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,818,1.22686448097229,0.04530465044335114,0.10064077377319336,0.012384885011855666,False,gini,,sqrt,1,2,1000,,"{'classifier__bootstrap': False, 'classifier__criterion': 'gini', 'classifier__max_depth': None, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 1000, 'pca__n_components': None}",0.44173783210801953,0.5079819440930624,0.532602413988638,0.466458889487143,0.505145318212803,0.49078527957793316,0.03239763592772485,192,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,818,0.6136170387268066,0.04741439501425945,0.06995220184326172,0.02184836690425218,False,gini,,sqrt,1,10,500,,"{'classifier__bootstrap': False, 'classifier__criterion': 'gini', 'classifier__max_depth': None, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 500, 'pca__n_components': None}",0.46237293849095595,0.5140237040037771,0.5659398332177228,0.45348219298621256,0.547433738914878,0.5086504815227093,0.04472188153581006,145,0.9704503106391854,0.9738368271095587,0.9741600493749439,0.9700507975745328,0.9562156671059194,0.968942730360828,0.006582573220575908
0,818,1.0995056629180908,0.10858320399650363,0.11930108070373535,0.016056314088932194,False,gini,,sqrt,1,10,1000,,"{'classifier__bootstrap': False, 'classifier__criterion': 'gini', 'classifier__max_depth': None, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 1000, 'pca__n_components': None}",0.4469061888376186,0.5158871803043582,0.5719423348022403,0.4605883015843319,0.538390329112603,0.5067428669282303,0.04700387832485713,146,0.967446447207936,0.9768781045594229,0.9737997606737128,0.9684529149247242,0.951622894194887,0.9676400243121366,0.008723889031110306
0,818,0.5658243656158447,0.07303169755908398,0.07800483703613281,0.019543259043865457,False,gini,,sqrt,3,2,500,,"{'classifier__bootstrap': False, 'classifier__criterion': 'gini', 'classifier__max_depth': None, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 500, 'pca__n_components': None}",0.4442454714340643,0.5098914397141338,0.5589071569031018,0.43578295279281676,0.5529100140561442,0.5003474069800522,0.05215200178519855,163,0.8939576734361714,0.8994951318551788,0.9008330657016455,0.8978421410130587,0.8962726063727952,0.89768012367577,0.002412438122393858
0,818,1.059544277191162,0.04535284912540832,0.13743715286254882,0.005602094043871795,False,gini,,sqrt,3,2,1000,,"{'classifier__bootstrap': False, 'classifier__criterion': 'gini', 'classifier__max_depth': None, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 1000, 'pca__n_components': None}",0.44955994443777386,0.5151547042139004,0.5641537405076648,0.4188132247181327,0.5464051971598486,0.49881736220746403,0.05590582855020972,165,0.8926015883381134,0.9040928173889474,0.9008330657016455,0.8938845806194933,0.8991479231270444,0.8981119950350488,0.004300772563616186
0,818,0.5989755630493164,0.0683991274281249,0.07669482231140137,0.01634128086162405,False,gini,,sqrt,3,10,500,,"{'classifier__bootstrap': False, 'classifier__criterion': 'gini', 'classifier__max_depth': None, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 500, 'pca__n_components': None}",0.483875407355108,0.5030254770848386,0.5595830448976473,0.4333428320669446,0.5345475265327989,0.5028748575874674,0.043392812387487725,153,0.8550730656755766,0.8595799635540424,0.8631232898067276,0.8567795979635154,0.8489714769737668,0.8567054787947258,0.004731511623713162
0,818,1.003767156600952,0.03200631882452606,0.14072446823120116,0.0026500880400173346,False,gini,,sqrt,3,10,1000,,"{'classifier__bootstrap': False, 'classifier__criterion': 'gini', 'classifier__max_depth': None, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 1000, 'pca__n_components': None}",0.4855523661295916,0.5044380100255355,0.5483417303789011,0.430330294131996,0.5382331729176909,0.501379114716743,0.04212240874770827,158,0.8545654734429394,0.8665520759024371,0.8640139773513474,0.8541833229619925,0.8519708252358454,0.8582571349789123,0.0058598511663179665
0,818,0.5988919258117675,0.07822991376886305,0.06708087921142578,0.014385650555747038,False,gini,,log2,1,2,500,,"{'classifier__bootstrap': False, 'classifier__criterion': 'gini', 'classifier__max_depth': None, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 500, 'pca__n_components': None}",0.4762813533692373,0.5111581369361773,0.4932783800868623,0.4442348158028509,0.5362930475475977,0.49224914674854514,0.03117313211836234,188,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,818,1.165780782699585,0.040397529395889045,0.1268547534942627,0.012418159188777558,False,gini,,log2,1,2,1000,,"{'classifier__bootstrap': False, 'classifier__criterion': 'gini', 'classifier__max_depth': None, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 1000, 'pca__n_components': None}",0.46824568921036025,0.5379986162407404,0.49230691371795665,0.45512241219159644,0.533302348639772,0.4973951960000851,0.03346799653255357,167,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,818,0.4914745807647705,0.023096310295528024,0.07013278007507324,0.014546942009210901,False,gini,,log2,1,10,500,,"{'classifier__bootstrap': False, 'classifier__criterion': 'gini', 'classifier__max_depth': None, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 500, 'pca__n_components': None}",0.4968031282042469,0.5273630255225347,0.5512974940677882,0.4771246078155991,0.5478721648555557,0.520092084093145,0.02893771439550036,129,0.9687394792297762,0.9776681829125252,0.979730904876523,0.9640406801031638,0.951580056043439,0.9683518606330855,0.010161756380073854
0,818,1.0945359230041505,0.035236606193149174,0.13820037841796876,0.013062071072068325,False,gini,,log2,1,10,1000,,"{'classifier__bootstrap': False, 'classifier__criterion': 'gini', 'classifier__max_depth': None, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 1000, 'pca__n_components': None}",0.47225211478873175,0.552527571184238,0.5638819590103537,0.4629770487393684,0.5561985762917777,0.5215674540028938,0.04430169091953163,128,0.970487792569705,0.9789148252485144,0.978232895748393,0.9669309615265904,0.9545644007213788,0.9698261751629162,0.00888839996937603
0,818,0.5399325847625732,0.11046128115053665,0.0958336353302002,0.028803803866664802,False,gini,,log2,3,2,500,,"{'classifier__bootstrap': False, 'classifier__criterion': 'gini', 'classifier__max_depth': None, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 500, 'pca__n_components': None}",0.48866619987867893,0.527443171665122,0.517731657438162,0.4259857656806394,0.5258990113931824,0.4971451612111569,0.038220699947043704,168,0.7576810484968426,0.7580757797593316,0.7583644815917071,0.7656194010846761,0.7696916615697913,0.7618864745004698,0.004888090064670952
0,818,0.988178014755249,0.13975368675461175,0.1253592014312744,0.0323999036880293,False,gini,,log2,3,2,1000,,"{'classifier__bootstrap': False, 'classifier__criterion': 'gini', 'classifier__max_depth': None, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 1000, 'pca__n_components': None}",0.49594770421768947,0.5327394167622953,0.5378200436902211,0.43003256434076165,0.5510723842009355,0.5095224226423806,0.04374721484064977,142,0.7631164278568906,0.7680508505084012,0.7555837687092726,0.7568510787939974,0.7704252137000278,0.762805467913718,0.0058869168447903885
0,818,0.5141860008239746,0.08017808971702917,0.10759592056274414,0.042331977211955044,False,gini,,log2,3,10,500,,"{'classifier__bootstrap': False, 'classifier__criterion': 'gini', 'classifier__max_depth': None, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 500, 'pca__n_components': None}",0.5095668413914204,0.5180541504357312,0.5135200017684677,0.4306771520935999,0.5386272232257829,0.5020890737830005,0.03708413601425338,155,0.7205709562612829,0.7301425173796869,0.7198640015775754,0.7304080508778497,0.7402911720091317,0.7282553396211053,0.007516929808127443
0,818,1.064057970046997,0.07080090467254953,0.13521938323974608,0.022894573167872734,False,gini,,log2,3,10,1000,,"{'classifier__bootstrap': False, 'classifier__criterion': 'gini', 'classifier__max_depth': None, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 1000, 'pca__n_components': None}",0.5150612564600761,0.5490100175113608,0.5253542321480934,0.43265110298008347,0.5478531450470634,0.5139859508293354,0.04270696352617722,136,0.7286794237416704,0.7300300224859462,0.7342140642691186,0.7332590135590767,0.739680040178188,0.7331725128468,0.0038341444699440796
0,818,0.8010829448699951,0.15630560964273074,0.10717716217041015,0.02122472661756866,False,gini,30,sqrt,1,2,500,,"{'classifier__bootstrap': False, 'classifier__criterion': 'gini', 'classifier__max_depth': 30, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 500, 'pca__n_components': None}",0.4270484954870027,0.49798884561154494,0.5185687120431044,0.47878957954111334,0.5366373571895044,0.4918065979744539,0.037755218218775484,189,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,818,1.215000057220459,0.09038302710154214,0.1258819580078125,0.03057722164449024,False,gini,30,sqrt,1,2,1000,,"{'classifier__bootstrap': False, 'classifier__criterion': 'gini', 'classifier__max_depth': 30, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 1000, 'pca__n_components': None}",0.4383592162011505,0.49460958623114504,0.5258485137541428,0.4723784245540687,0.5236117173041128,0.49096149160892394,0.03289005900183499,191,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,818,0.7860665321350098,0.0992314485099329,0.07493891716003417,0.018668574259856734,False,gini,30,sqrt,1,10,500,,"{'classifier__bootstrap': False, 'classifier__criterion': 'gini', 'classifier__max_depth': 30, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 500, 'pca__n_components': None}",0.4510929672575259,0.501247822670202,0.5564822533398486,0.46559379448683264,0.5480268926762489,0.5044887460861316,0.04236348674568224,149,0.965785853080087,0.9737471034789869,0.9694939541942718,0.9669060479517811,0.952984206320028,0.965783433005031,0.0069608690380308655
0,818,1.236741876602173,0.09384174439419872,0.12108674049377441,0.0119663992717767,False,gini,30,sqrt,1,10,1000,,"{'classifier__bootstrap': False, 'classifier__criterion': 'gini', 'classifier__max_depth': 30, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 1000, 'pca__n_components': None}",0.446999355725264,0.5033286540714218,0.5719423348022403,0.44921253726268395,0.5475515147496641,0.5038068793222548,0.0505250414026009,151,0.9657240139543645,0.9753405759277624,0.9706590825993661,0.9684529149247242,0.9531177124525889,0.9666588599717612,0.007467653170810308
0,818,0.6194467067718505,0.09814805767958454,0.0682039737701416,0.02006129678942049,False,gini,30,sqrt,3,2,500,,"{'classifier__bootstrap': False, 'classifier__criterion': 'gini', 'classifier__max_depth': 30, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 500, 'pca__n_components': None}",0.4496987775008673,0.5098914397141338,0.5589071569031018,0.43140674993858824,0.5592347070886963,0.5018277662290774,0.05346996826231053,157,0.8940627506506266,0.9010990615654085,0.9008330657016455,0.8946756265349914,0.8961872223757881,0.8973715453656921,0.00301646222611702
0,818,1.0463404178619384,0.048832982421783,0.12212147712707519,0.01772767543114939,False,gini,30,sqrt,3,2,1000,,"{'classifier__bootstrap': False, 'classifier__criterion': 'gini', 'classifier__max_depth': 30, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 1000, 'pca__n_components': None}",0.45569491376292726,0.5151547042139004,0.5703506792199409,0.424292917749775,0.5463831978482142,0.5023752825589515,0.054766006431520825,154,0.8939753424528025,0.9040928173889474,0.9008330657016455,0.8953512248688931,0.8973696659917453,0.8983244232808067,0.0036941475798511207
0,818,0.5395912647247314,0.050599080969432976,0.07932057380676269,0.008391313616267241,False,gini,30,sqrt,3,10,500,,"{'classifier__bootstrap': False, 'classifier__criterion': 'gini', 'classifier__max_depth': 30, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 500, 'pca__n_components': None}",0.483875407355108,0.5030254770848386,0.5590929801065937,0.43876791279135263,0.5404309767828567,0.50503855082415,0.04246936239911885,148,0.8565469750504667,0.8595437781160546,0.8646336997417967,0.8567795979635154,0.8524282114560775,0.8579864524655821,0.0040257619321138905
0,818,1.0438672065734864,0.08184452587824628,0.1266871929168701,0.012023746501357888,False,gini,30,sqrt,3,10,1000,,"{'classifier__bootstrap': False, 'classifier__criterion': 'gini', 'classifier__max_depth': 30, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 1000, 'pca__n_components': None}",0.4800580931083459,0.5044380100255355,0.5579307210211073,0.430330294131996,0.530770068934756,0.500705437444348,0.04375276190032327,159,0.8545654734429394,0.8665555804061233,0.8640139773513474,0.8541833229619925,0.850469102620324,0.8579574913565453,0.006203777177996291
0,818,0.5396210670471191,0.06778703840190692,0.07520809173583984,0.017278755606824334,False,gini,30,log2,1,2,500,,"{'classifier__bootstrap': False, 'classifier__criterion': 'gini', 'classifier__max_depth': 30, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 500, 'pca__n_components': None}",0.46508153745613146,0.5311891946767962,0.5045441812056528,0.45517279938377764,0.5279601518239672,0.49678957290926495,0.03147198204252845,169,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,818,1.074489450454712,0.08529990357282397,0.12865219116210938,0.021659838490160847,False,gini,30,log2,1,2,1000,,"{'classifier__bootstrap': False, 'classifier__criterion': 'gini', 'classifier__max_depth': 30, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 1000, 'pca__n_components': None}",0.46596071811876416,0.5410101769604235,0.5053004942449186,0.44559109178285233,0.5302047694125839,0.4976134501039085,0.03664091115453487,166,1.0,1.0,1.0,1.0,1.0,1.0,0.0
